ticker,signal,direction,signal_date,entry_date,exit_date,planned_exit_date,actual_exit_date,entry_price,exit_price,position_size,entry_book_equity,shares,return,pnl,adjusted_score,confidence,regime,entry_cost,exit_cost,total_cost,impact_entry_cost,gross_return,net_return,holding_days,planned_holding_days,actual_holding_days,exit_reason
SMCI,Bullish,1,2023-05-12,2023-05-15,2023-05-22,2023-05-18,2023-05-22,13.6,16.481,8437.23,170077.29,620.3845,0.211838,1787.28,0.553,Low,Bull,0.05,0.0,0.05,0.05,0.211838,0.211832,7,3,7,expiry
TSCO,Bullish,1,2023-05-12,2023-05-15,2023-05-16,2023-05-18,2023-05-16,47.818,46.3835,14249.45,170077.17,297.9934,-0.03,-427.59,-0.5311,High,Bull,0.11,0.0,0.11,0.11,-0.03,-0.030008,1,3,1,stop_loss
CMG,Bullish,1,2023-05-12,2023-05-15,2023-05-22,2023-05-18,2023-05-22,40.96,42.0388,18148.58,170077.45,443.0805,0.026338,477.9,0.6361,Low,Bull,0.09,0.0,0.09,0.09,0.026338,0.026333,7,3,7,expiry
HPE,Bullish,1,2023-05-12,2023-05-15,2023-05-22,2023-05-18,2023-05-22,13.89,14.45,8485.29,170077.36,610.8918,0.040317,342.03,0.6242,Medium,Bull,0.07,0.0,0.07,0.07,0.040317,0.040309,7,3,7,expiry
CPB,Bullish,1,2023-05-19,2023-05-22,2023-05-23,2023-05-25,2023-05-23,52.63,51.0511,20671.13,172259.41,392.7632,-0.03,-620.42,-0.468,High,Bull,0.29,0.0,0.29,0.29,-0.03,-0.030014,1,3,1,stop_loss
AMAT,Bullish,1,2023-05-19,2023-05-22,2023-05-24,2023-05-25,2023-05-24,127.23,123.4131,18707.0,172259.5,147.0329,-0.03,-561.31,0.6774,Medium,Bull,0.1,0.0,0.1,0.09,-0.03,-0.030005,2,3,2,stop_loss
KHC,Bullish,1,2023-05-26,2023-05-30,2023-06-06,2023-06-02,2023-06-06,38.0,37.79,20529.25,171077.11,540.2435,-0.005526,-113.63,-0.5345,High,Bull,0.17,0.0,0.17,0.17,-0.005526,-0.005535,7,3,7,expiry
OXY,Bullish,1,2023-05-26,2023-05-30,2023-06-06,2023-06-02,2023-06-06,58.11,59.44,17876.51,171077.42,307.6323,0.022888,409.06,-0.5848,Medium,Bull,0.09,0.0,0.09,0.09,0.022888,0.022882,7,3,7,expiry
CMCSA,Bullish,1,2023-05-26,2023-05-30,2023-06-06,2023-06-02,2023-06-06,36.6635,36.9822,14652.29,171077.7,399.6419,0.008691,127.28,0.6333,Medium,Bull,0.07,0.0,0.07,0.06,0.008691,0.008687,7,3,7,expiry
PSKY,Bullish,1,2023-05-26,2023-05-30,2023-06-06,2023-06-02,2023-06-06,15.16,15.79,7433.66,171077.77,490.3468,0.041557,308.88,0.863,Low,Bull,0.04,0.0,0.04,0.03,0.041557,0.041552,7,3,7,expiry
TXN,Bullish,1,2023-05-26,2023-05-30,2023-06-05,2023-06-02,2023-06-05,177.83,172.4951,15250.59,171077.49,85.7594,-0.03,-457.58,-0.5924,Medium,Bull,0.06,0.0,0.06,0.06,-0.03,-0.030004,6,3,6,stop_loss
ANET,Bullish,1,2023-05-26,2023-05-30,2023-05-31,2023-06-02,2023-05-31,42.755,41.4723,9405.95,171077.33,219.9964,-0.03,-282.21,0.5713,Low,Bull,0.03,0.0,0.04,0.03,-0.03,-0.030004,1,3,1,stop_loss
WDC,Bullish,1,2023-05-26,2023-05-30,2023-05-31,2023-06-02,2023-05-31,30.3779,29.4666,12057.42,171077.59,396.9137,-0.03,-361.83,0.6024,Low,Bull,0.1,0.0,0.11,0.1,-0.03,-0.030009,1,3,1,stop_loss
LRCX,Bullish,1,2023-05-26,2023-05-30,2023-05-31,2023-06-02,2023-05-31,64.0,62.08,10953.91,171077.63,171.1549,-0.03,-328.66,0.6196,Low,Bull,0.04,0.0,0.04,0.04,-0.03,-0.030004,1,3,1,stop_loss
SMCI,Bullish,1,2023-05-26,2023-05-30,2023-05-31,2023-06-02,2023-05-31,22.8,22.116,9892.06,171077.74,433.8624,-0.03,-296.8,0.8137,Low,Bull,0.04,0.0,0.04,0.04,-0.03,-0.030004,1,3,1,stop_loss
TSCO,Bullish,1,2023-05-26,2023-05-30,2023-06-01,2023-06-02,2023-06-01,42.368,41.097,20529.28,171077.3,484.5467,-0.03,-616.07,0.5576,Medium,Bull,0.19,0.0,0.19,0.19,-0.03,-0.030009,2,3,2,stop_loss
HPE,Bullish,1,2023-05-26,2023-05-31,2023-06-13,2023-06-02,2023-06-13,13.86,16.64,6415.21,170462.68,462.8582,0.200577,1286.71,-0.5105,Medium,Bull,0.04,0.0,0.04,0.04,0.200577,0.200571,13,2,13,expiry
CPB,Bullish,1,2023-05-26,2023-05-31,2023-06-13,2023-06-02,2023-06-13,50.53,46.25,17046.29,170462.88,337.3499,-0.084702,-1444.06,-0.525,High,Bull,0.21,0.0,0.21,0.2,-0.084702,-0.084714,13,2,13,expiry
BAX,Bullish,1,2023-06-05,2023-06-06,2023-06-13,2023-06-09,2023-06-13,41.5,43.47,10619.07,170301.34,255.8812,0.04747,504.01,0.5094,Medium,Bull,0.08,0.0,0.08,0.08,0.04747,0.047463,7,3,7,expiry
LRCX,Bullish,1,2023-06-05,2023-06-06,2023-06-13,2023-06-09,2023-06-13,59.606,62.554,5400.71,170301.36,90.6068,0.049458,267.09,0.5473,Low,Bull,0.01,0.0,0.01,0.01,0.049458,0.049455,7,3,7,expiry
VZ,Bullish,1,2023-06-05,2023-06-06,2023-06-13,2023-06-09,2023-06-13,34.5,35.48,17030.14,170301.44,493.6274,0.028406,483.67,0.5894,Medium,Bull,0.08,0.0,0.08,0.08,0.028406,0.028401,7,3,7,expiry
NEM,Bullish,1,2023-06-05,2023-06-06,2023-06-13,2023-06-09,2023-06-13,41.97,42.44,17030.16,170301.56,405.7697,0.011198,190.59,0.6448,Medium,Bull,0.12,0.0,0.12,0.12,0.011198,0.011191,7,3,7,expiry
PANW,Bullish,1,2023-06-05,2023-06-06,2023-06-07,2023-06-09,2023-06-07,112.675,109.2948,13337.28,170301.6,118.3694,-0.03,-400.16,0.6532,Medium,Bull,0.04,0.0,0.04,0.04,-0.03,-0.030003,1,3,1,stop_loss
SW,Bullish,1,2023-06-05,2023-06-06,2023-06-09,2023-06-09,2023-06-09,37.86,36.7242,17035.03,170350.34,449.9481,-0.03,-559.78,0.7796,Medium,Bull,48.73,0.0,48.73,48.72,-0.03,-0.03286,3,3,3,stop_loss
MU,Bullish,1,2023-06-05,2023-06-06,2023-06-08,2023-06-09,2023-06-08,67.03,65.0191,6607.54,170301.61,98.5758,-0.03,-198.24,0.6956,Low,Bull,0.02,0.0,0.02,0.01,-0.03,-0.030002,2,3,2,stop_loss
SMCI,Bullish,1,2023-06-05,2023-06-06,2023-06-13,2023-06-09,2023-06-13,22.1,24.424,5324.72,170350.35,240.9376,0.105158,559.92,1.2588,Low,Bull,0.02,0.0,0.02,0.02,0.105158,0.105155,7,3,7,expiry
DELL,Bullish,1,2023-06-05,2023-06-07,2023-06-21,2023-06-09,2023-06-21,46.86,50.06,5930.71,170179.95,126.5622,0.068289,404.97,0.446,Medium,Bull,0.03,0.0,0.03,0.03,0.068289,0.068283,14,2,14,expiry
PANW,Bullish,1,2023-06-12,2023-06-13,2023-06-21,2023-06-16,2023-06-21,115.75,119.46,10341.59,170309.07,89.3442,0.032052,331.44,0.7468,Low,Bull,0.03,0.0,0.03,0.03,0.032052,0.032049,8,3,8,expiry
CTSH,Bullish,1,2023-06-12,2023-06-13,2023-06-21,2023-06-16,2023-06-21,63.72,63.18,9766.55,170308.94,153.2729,-0.008475,-82.83,0.5809,Medium,Bull,0.06,0.0,0.07,0.06,-0.008475,-0.008481,8,3,8,expiry
CMG,Bullish,1,2023-06-12,2023-06-13,2023-06-21,2023-06-16,2023-06-21,41.262,41.4896,17030.9,170309.04,412.7503,0.005516,93.84,-0.5925,High,Bull,0.1,0.0,0.1,0.09,0.005516,0.00551,8,3,8,expiry
CSCO,Bullish,1,2023-06-12,2023-06-13,2023-06-21,2023-06-16,2023-06-21,50.69,50.85,10522.03,170308.88,207.5761,0.003156,33.18,-0.5712,High,Bull,0.03,0.0,0.03,0.03,0.003156,0.003153,8,3,8,expiry
MO,Bullish,1,2023-06-12,2023-06-13,2023-06-14,2023-06-16,2023-06-14,45.53,44.1641,15022.33,170308.73,329.9435,-0.03,-450.77,-0.5125,High,Bull,0.1,0.0,0.1,0.1,-0.03,-0.030007,1,3,1,stop_loss
MU,Bullish,1,2023-06-12,2023-06-13,2023-06-16,2023-06-16,2023-06-16,68.56,66.5032,6673.69,170308.75,97.3408,-0.03,-200.23,0.5321,Low,Bull,0.02,0.0,0.02,0.01,-0.03,-0.030002,3,3,3,stop_loss
CVS,Bullish,1,2023-06-12,2023-06-13,2023-06-14,2023-06-16,2023-06-14,71.5,69.355,10035.18,170308.84,140.3521,-0.03,-301.1,-0.5565,Medium,Bull,0.04,0.0,0.04,0.04,-0.03,-0.030004,1,3,1,stop_loss
AMD,Bullish,1,2023-06-12,2023-06-13,2023-06-14,2023-06-16,2023-06-14,132.32,128.3504,7698.07,170309.04,58.1777,-0.03,-230.95,0.6403,Low,Bull,0.01,0.0,0.01,0.01,-0.03,-0.030001,1,3,1,stop_loss
OXY,Bullish,1,2023-06-12,2023-06-13,2023-06-20,2023-06-16,2023-06-20,59.59,57.8023,12095.79,170308.8,202.9836,-0.03,-362.93,-0.5525,High,Bull,0.05,0.0,0.05,0.05,-0.03,-0.030005,7,3,7,stop_loss
APH,Bullish,1,2023-06-12,2023-06-14,2023-06-28,2023-06-16,2023-06-28,40.365,41.26,7213.84,169402.6,178.7152,0.022173,159.91,-0.4561,Medium,Bull,0.04,0.0,0.04,0.04,0.022173,0.022167,14,2,14,expiry
AAPL,Bullish,1,2023-06-12,2023-06-14,2023-06-28,2023-06-16,2023-06-28,183.37,189.25,7570.69,169402.6,41.2864,0.032066,242.76,-0.4825,High,Bull,0.01,0.0,0.01,0.01,0.032066,0.032065,14,2,14,expiry
GIS,Bullish,1,2023-06-12,2023-06-14,2023-06-28,2023-06-16,2023-06-28,80.72,76.72,16940.26,169402.56,209.8644,-0.049554,-839.59,0.4458,High,Bull,0.13,0.0,0.13,0.13,-0.049554,-0.049562,14,2,14,expiry
SMCI,Bullish,1,2023-06-20,2023-06-21,2023-06-23,2023-06-26,2023-06-23,22.1,21.437,7199.58,169469.92,325.7728,-0.03,-216.01,0.9903,Low,Bull,0.02,0.0,0.02,0.02,-0.03,-0.030003,2,5,2,stop_loss
ORCL,Bullish,1,2023-06-20,2023-06-21,2023-06-23,2023-06-26,2023-06-23,121.95,118.2915,7508.34,169469.88,61.569,-0.03,-225.27,0.7956,Low,Bull,0.02,0.0,0.02,0.01,-0.03,-0.030002,2,5,2,stop_loss
CCL,Bullish,1,2023-06-20,2023-06-21,2023-06-26,2023-06-26,2023-06-26,15.88,15.4036,3533.22,169469.87,222.4952,-0.03,-106.01,0.6508,Low,Bull,0.01,0.0,0.01,0.01,-0.03,-0.030002,5,5,5,stop_loss
INTC,Bullish,1,2023-06-20,2023-06-21,2023-06-22,2023-06-26,2023-06-22,34.92,33.8724,6777.16,169469.86,194.0767,-0.03,-203.33,0.5702,Low,Bull,0.01,0.0,0.01,0.01,-0.03,-0.030002,1,5,1,stop_loss
COHR,Bullish,1,2023-06-20,2023-06-21,2023-06-22,2023-06-26,2023-06-22,50.41,48.8977,3612.06,169469.9,71.6537,-0.03,-108.38,0.8111,Low,Bull,0.01,0.0,0.01,0.01,-0.03,-0.030004,1,5,1,stop_loss
KEY,Bullish,1,2023-06-20,2023-06-21,2023-06-22,2023-06-26,2023-06-22,9.82,9.5254,3389.4,169469.77,345.1523,-0.03,-101.7,-0.5299,Low,Bull,0.01,0.0,0.01,0.01,-0.03,-0.030004,1,5,1,stop_loss
CPRT,Bullish,1,2023-06-20,2023-06-21,2023-06-28,2023-06-26,2023-06-28,43.85,44.855,10786.02,169469.85,245.9755,0.022919,247.12,-0.5416,High,Bull,0.08,0.0,0.08,0.08,0.022919,0.022912,7,5,7,expiry
WBD,Bullish,1,2023-06-20,2023-06-22,2023-06-23,2023-06-26,2023-06-23,12.37,11.9989,4558.74,169333.87,368.5319,-0.03,-136.78,0.4749,Low,Bull,0.02,0.0,0.02,0.02,-0.03,-0.030004,1,4,1,stop_loss
PCG,Bullish,1,2023-06-20,2023-06-22,2023-06-26,2023-06-26,2023-06-26,17.33,16.8101,16933.4,169334.0,977.1149,-0.03,-508.13,-0.475,High,Bull,0.13,0.0,0.13,0.13,-0.03,-0.030008,4,4,4,stop_loss
CPB,Bullish,1,2023-06-20,2023-06-22,2023-07-06,2023-06-26,2023-07-06,45.93,46.02,16933.39,169333.86,368.6781,0.00196,33.0,0.4589,Medium,Bull,0.18,0.0,0.18,0.17,0.00196,0.001949,14,4,14,expiry
BAX,Bullish,1,2023-06-20,2023-06-23,2023-07-06,2023-06-26,2023-07-06,45.01,45.61,14722.76,168774.42,327.0997,0.01333,196.14,0.4433,Medium,Bull,0.12,0.0,0.12,0.12,0.01333,0.013322,13,3,13,expiry
UPS,Bullish,1,2023-06-20,2023-06-23,2023-07-06,2023-06-26,2023-07-06,169.6,179.28,5305.16,168774.44,31.2804,0.057075,302.78,-0.4458,High,Bull,0.02,0.0,0.02,0.01,0.057075,0.057072,13,3,13,expiry
D,Bullish,1,2023-06-20,2023-06-23,2023-06-26,2023-06-26,2023-06-26,53.25,51.6525,16877.43,168774.31,316.9471,-0.03,-506.46,0.4411,High,Bull,0.14,0.0,0.14,0.14,-0.03,-0.030008,3,3,3,stop_loss
CNC,Bullish,1,2023-06-20,2023-06-26,2023-07-06,2023-06-26,2023-07-06,66.3,67.19,10943.42,167550.3,165.0592,0.013424,146.83,0.4371,Medium,Bull,0.07,0.0,0.08,0.07,0.013424,0.013417,10,0,10,expiry
DAL,Bullish,1,2023-06-20,2023-06-26,2023-07-06,2023-06-26,2023-07-06,42.85,47.33,6201.35,167515.7,144.7222,0.104551,648.33,0.371,Medium,Bull,0.02,0.0,0.02,0.02,0.104551,0.104547,10,0,10,expiry
SW,Bullish,1,2023-06-20,2023-06-26,2023-06-28,2023-06-26,2023-06-28,34.32,33.2904,16755.02,167550.23,488.2,-0.03,-537.18,0.3752,Low,Bull,34.52,0.0,34.52,34.52,-0.03,-0.032061,2,0,2,stop_loss
SMCI,Bullish,1,2023-06-27,2023-06-28,2023-07-06,2023-07-03,2023-07-06,22.327,25.053,5801.78,167445.37,259.8549,0.122094,708.35,1.1596,Low,Bull,0.02,0.0,0.02,0.02,0.122094,0.122091,8,5,8,expiry
COHR,Bullish,1,2023-06-27,2023-06-28,2023-07-06,2023-07-03,2023-07-06,46.96,49.03,3348.91,167445.35,71.314,0.04408,147.61,0.8398,Low,Bull,0.01,0.0,0.01,0.01,0.04408,0.044076,8,5,8,expiry
TSLA,Bullish,1,2023-06-27,2023-06-28,2023-07-06,2023-07-03,2023-07-06,249.7,276.54,3707.49,167445.33,14.8478,0.107489,398.51,0.6324,Low,Bull,0.0,0.0,0.0,0.0,0.107489,0.107489,8,5,8,expiry
LRCX,Bullish,1,2023-06-27,2023-06-28,2023-07-06,2023-07-03,2023-07-06,63.999,62.1,5505.66,167445.33,86.0273,-0.029672,-163.38,-0.5722,Medium,Bull,0.01,0.0,0.01,0.01,-0.029672,-0.029675,8,5,8,expiry
CTSH,Bullish,1,2023-06-27,2023-06-28,2023-07-06,2023-07-03,2023-07-06,63.09,64.71,10041.74,167445.32,159.1653,0.025678,257.78,0.5684,Medium,Bull,0.06,0.0,0.06,0.06,0.025678,0.025671,8,5,8,expiry
NVDA,Bullish,1,2023-07-05,2023-07-06,2023-07-13,2023-07-11,2023-07-13,41.844,45.977,6568.92,169227.16,156.9859,0.098772,648.82,-0.5901,Medium,Bull,0.0,0.0,0.0,0.0,0.098772,0.098771,7,5,7,expiry
ORCL,Bullish,1,2023-07-05,2023-07-06,2023-07-13,2023-07-11,2023-07-13,114.67,117.45,12272.83,169226.96,107.0274,0.024243,297.5,0.5196,Medium,Bull,0.03,0.0,0.03,0.03,0.024243,0.024241,7,5,7,expiry
MU,Bullish,1,2023-06-27,2023-07-06,2023-07-13,2023-07-03,2023-07-13,60.99,64.53,11714.34,169227.16,192.0699,0.058042,679.89,0.5499,Medium,Bull,0.04,0.0,0.04,0.04,0.058042,0.058039,7,-3,7,expiry
INTC,Bullish,1,2023-07-05,2023-07-06,2023-07-13,2023-07-11,2023-07-13,31.9,33.87,13241.85,169227.27,415.1051,0.061755,817.72,0.6457,Low,Bull,0.04,0.0,0.04,0.04,0.061755,0.061752,7,5,7,expiry
CRH,Bullish,1,2023-07-05,2023-07-06,2023-07-13,2023-07-11,2023-07-13,53.76,57.18,16878.62,169227.49,313.9624,0.063616,1073.53,0.6693,Medium,Bull,0.22,0.0,0.22,0.22,0.063616,0.063603,7,5,7,expiry
GOOGL,Bullish,1,2023-06-27,2023-07-06,2023-07-10,2023-07-03,2023-07-10,119.8,116.206,13171.41,169227.12,109.945,-0.03,-395.17,0.5465,Medium,Bull,0.03,0.0,0.03,0.03,-0.03,-0.030002,4,-3,4,stop_loss
XYZ,Bullish,1,2023-07-05,2023-07-06,2023-07-07,2023-07-11,2023-07-07,67.38,65.3586,14164.47,169227.23,210.2177,-0.03,-425.0,0.6007,Medium,Bull,0.07,0.0,0.07,0.07,-0.03,-0.030005,1,5,1,stop_loss
WBD,Bullish,1,2023-06-27,2023-07-06,2023-07-07,2023-07-03,2023-07-07,12.64,12.2608,7494.54,169227.0,592.9221,-0.03,-224.87,0.5274,Low,Bull,0.04,0.0,0.04,0.03,-0.03,-0.030005,1,-3,1,stop_loss
MRK,Bullish,1,2023-06-27,2023-07-06,2023-07-07,2023-07-03,2023-07-07,112.9,109.513,20307.25,169227.1,179.8694,-0.03,-609.32,-0.5365,High,Bull,0.1,0.0,0.1,0.1,-0.03,-0.030005,1,-3,1,stop_loss
CCL,Bullish,1,2023-07-05,2023-07-06,2023-07-12,2023-07-11,2023-07-12,18.83,18.2651,5871.63,169227.51,311.8233,-0.03,-176.16,0.7321,Low,Bull,0.01,0.0,0.01,0.01,-0.03,-0.030002,6,5,6,stop_loss
BSX,Bullish,1,2023-06-27,2023-07-07,2023-07-20,2023-07-03,2023-07-20,52.65,53.46,20170.18,168084.87,383.0994,0.015385,310.15,0.4454,Medium,Bull,0.15,0.0,0.16,0.15,0.015385,0.015377,13,-4,13,expiry
CSCO,Bullish,1,2023-06-27,2023-07-07,2023-07-20,2023-07-03,2023-07-20,51.0,52.37,13361.4,168085.09,261.9883,0.026863,358.87,-0.5074,High,Bull,0.05,0.0,0.05,0.05,0.026863,0.026859,13,-4,13,expiry
NEM,Bullish,1,2023-07-05,2023-07-07,2023-07-20,2023-07-11,2023-07-20,42.1,42.45,20170.2,168085.03,479.1023,0.008314,167.52,0.4908,Medium,Bull,0.16,0.0,0.16,0.16,0.008314,0.008305,13,4,13,expiry
TFC,Bullish,1,2023-06-27,2023-07-10,2023-07-20,2023-07-03,2023-07-20,31.58,33.06,4211.15,167509.49,133.3487,0.046865,197.34,-0.4367,Medium,Bull,0.02,0.0,0.02,0.01,0.046865,0.046861,10,-7,10,expiry
PFE,Bullish,1,2023-06-27,2023-07-12,2023-07-20,2023-07-03,2023-07-20,36.2,36.77,17002.07,170020.69,469.6704,0.015746,267.64,0.4307,Medium,Bull,0.07,0.0,0.07,0.07,0.015746,0.015742,8,-9,8,expiry
UNH,Bullish,1,2023-07-12,2023-07-13,2023-07-20,2023-07-18,2023-07-20,452.0,504.24,20682.72,172355.96,45.7582,0.115575,2390.34,0.5838,Medium,Bull,0.06,0.0,0.07,0.06,0.115575,0.115572,7,5,7,expiry
CPRT,Bullish,1,2023-07-12,2023-07-13,2023-07-20,2023-07-18,2023-07-20,45.34,45.605,20682.74,172356.17,456.1698,0.005845,120.67,-0.5848,High,Bull,0.21,0.0,0.21,0.21,0.005845,0.005835,7,5,7,expiry
GEN,Bullish,1,2023-07-12,2023-07-13,2023-07-20,2023-07-18,2023-07-20,18.95,19.09,12467.64,172356.34,657.9227,0.007388,91.94,-0.5853,Medium,Bull,0.16,0.0,0.17,0.16,0.007388,0.007375,7,5,7,expiry
VZ,Bullish,1,2023-07-12,2023-07-13,2023-07-17,2023-07-18,2023-07-17,34.82,33.7754,20682.78,172356.47,593.9913,-0.03,-620.6,0.8981,High,Bull,0.11,0.0,0.11,0.11,-0.03,-0.030006,4,5,4,stop_loss
CCL,Bullish,1,2023-07-12,2023-07-13,2023-07-14,2023-07-18,2023-07-14,18.3,17.751,8273.11,172356.36,452.0823,-0.03,-248.22,0.699,Low,Bull,0.02,0.0,0.02,0.02,-0.03,-0.030003,1,5,1,stop_loss
SLB,Bullish,1,2023-07-12,2023-07-14,2023-07-21,2023-07-18,2023-07-21,56.83,55.1251,16507.9,172575.59,290.4787,-0.03,-495.32,0.5583,Medium,Bull,0.08,0.0,0.09,0.08,-0.03,-0.030005,7,4,7,stop_loss
QCOM,Bullish,1,2023-07-12,2023-07-17,2023-07-27,2023-07-18,2023-07-27,122.33,125.85,8874.43,173757.41,72.545,0.028775,255.33,0.5487,Medium,Bull,0.03,0.0,0.03,0.03,0.028775,0.028771,10,1,10,expiry
VZ,Bullish,1,2023-07-19,2023-07-20,2023-07-27,2023-07-25,2023-07-27,33.9,33.55,20910.64,174255.34,616.833,-0.010325,-215.99,0.6347,Medium,Bull,0.1,0.0,0.1,0.09,-0.010325,-0.010329,7,5,7,expiry
BKR,Bullish,1,2023-07-19,2023-07-20,2023-07-27,2023-07-25,2023-07-27,35.47,34.66,20125.82,174255.52,567.4039,-0.022836,-459.78,0.7228,Medium,Bull,0.18,0.0,0.18,0.18,-0.022836,-0.022845,7,5,7,expiry
CRM,Bullish,1,2023-07-19,2023-07-20,2023-07-24,2023-07-25,2023-07-24,231.1,224.167,20910.6,174255.01,90.4829,-0.03,-627.4,0.537,Medium,Bull,0.09,0.0,0.09,0.08,-0.03,-0.030004,4,5,4,stop_loss
NVDA,Bullish,1,2023-07-19,2023-07-20,2023-07-21,2023-07-25,2023-07-21,46.507,45.1118,9029.83,174255.24,194.1606,-0.03,-270.9,-0.5832,Medium,Bull,0.01,0.0,0.01,0.01,-0.03,-0.030001,1,5,1,stop_loss
APH,Bullish,1,2023-07-19,2023-07-20,2023-07-27,2023-07-25,2023-07-27,42.45,44.385,17282.94,174255.24,407.1365,0.045583,787.63,-0.5781,High,Bull,0.17,0.0,0.17,0.17,0.045583,0.045573,7,5,7,expiry
TSLA,Bullish,1,2023-07-19,2023-07-20,2023-07-21,2023-07-25,2023-07-21,279.56,271.1732,11491.54,174255.06,41.1058,-0.03,-344.75,0.5681,Low,Bull,0.01,0.0,0.01,0.01,-0.03,-0.030001,1,5,1,stop_loss
ANET,Bullish,1,2023-07-19,2023-07-20,2023-07-24,2023-07-25,2023-07-24,43.825,42.5102,9192.74,174255.05,209.7603,-0.03,-275.83,-0.5609,Medium,Bull,0.04,0.0,0.04,0.04,-0.03,-0.030005,4,5,4,stop_loss
SMCI,Bullish,1,2023-07-19,2023-07-20,2023-07-27,2023-07-25,2023-07-27,29.874,32.734,12940.67,174255.57,433.175,0.095735,1238.83,1.2673,Low,Bull,0.05,0.0,0.05,0.05,0.095735,0.095731,7,5,7,expiry
SATS,Bullish,1,2023-07-19,2023-07-21,2023-08-03,2023-07-25,2023-08-03,19.24,18.99,19335.85,171695.91,1004.9821,-0.012994,-252.51,0.5246,Medium,Bull,1.26,0.0,1.26,1.26,-0.012994,-0.013059,13,4,13,expiry
XYZ,Bullish,1,2023-07-19,2023-07-21,2023-07-24,2023-07-25,2023-07-24,76.88,74.5736,15651.8,171695.99,203.5874,-0.03,-469.63,0.5353,Low,Bull,0.07,0.0,0.08,0.07,-0.03,-0.030005,3,4,3,stop_loss
DAL,Bullish,1,2023-07-12,2023-07-21,2023-07-24,2023-07-18,2023-07-24,48.9,47.433,11976.77,171694.65,244.9238,-0.03,-359.35,0.5124,Medium,Bull,0.05,0.0,0.05,0.05,-0.03,-0.030004,3,-3,3,stop_loss
CPB,Bullish,1,2023-07-19,2023-07-24,2023-08-03,2023-07-25,2023-08-03,46.49,45.63,20528.77,171073.12,441.574,-0.018499,-380.04,-0.4952,High,Bull,0.28,0.0,0.29,0.28,-0.018499,-0.018513,10,1,10,expiry
WMB,Bullish,1,2023-07-19,2023-07-24,2023-08-03,2023-07-25,2023-08-03,33.99,34.44,15851.9,171073.25,466.3694,0.013239,209.74,-0.4955,High,Bull,0.12,0.0,0.13,0.12,0.013239,0.013231,10,1,10,expiry
AES,Bullish,1,2023-07-19,2023-07-24,2023-07-25,2023-07-25,2023-07-25,22.58,21.9026,11263.41,171073.44,498.8223,-0.03,-338.03,-0.5079,Medium,Bull,0.12,0.0,0.12,0.12,-0.03,-0.030011,1,1,1,stop_loss
CVS,Bullish,1,2023-07-19,2023-07-24,2023-08-02,2023-07-25,2023-08-02,75.23,72.9731,14934.94,171073.32,198.5237,-0.03,-448.12,-0.5078,High,Bull,0.07,0.0,0.07,0.07,-0.03,-0.030005,9,1,9,stop_loss
KO,Bullish,1,2023-07-19,2023-07-25,2023-08-03,2023-07-25,2023-08-03,62.3,61.64,20576.62,171471.87,330.2829,-0.010594,-218.09,-0.495,High,Bull,0.11,0.0,0.11,0.1,-0.010594,-0.010599,9,0,9,expiry
CMG,Bullish,1,2023-07-26,2023-07-27,2023-08-03,2023-08-01,2023-08-03,38.5004,38.4584,20678.22,172318.54,537.0912,-0.001091,-22.68,0.6276,Medium,Bull,0.12,0.0,0.13,0.12,-0.001091,-0.001097,7,5,7,expiry
BAX,Bullish,1,2023-07-26,2023-07-27,2023-07-28,2023-08-01,2023-07-28,47.23,45.8131,20678.25,172318.74,437.8202,-0.03,-620.54,0.6309,High,Bull,0.19,0.0,0.2,0.19,-0.03,-0.030009,1,5,1,stop_loss
XYZ,Bullish,1,2023-07-26,2023-07-27,2023-08-02,2023-08-01,2023-08-02,78.83,76.4651,16611.04,172318.42,210.7198,-0.03,-498.42,0.5517,Low,Bull,0.08,0.0,0.09,0.08,-0.03,-0.030005,6,5,6,stop_loss
ORLY,Bullish,1,2023-07-26,2023-07-27,2023-07-28,2023-08-01,2023-07-28,63.3007,61.4016,4997.25,172318.33,78.9446,-0.03,-149.94,-0.5486,High,Bull,0.02,0.0,0.02,0.02,-0.03,-0.030004,1,5,1,stop_loss
LUV,Bullish,1,2023-07-26,2023-07-27,2023-07-28,2023-08-01,2023-07-28,33.82,32.8054,20678.27,172318.91,611.4213,-0.03,-620.52,0.8956,Medium,Bull,0.17,0.0,0.17,0.17,-0.03,-0.030008,1,5,1,stop_loss
NVDA,Bullish,1,2023-07-26,2023-07-28,2023-08-02,2023-08-01,2023-08-02,46.668,45.268,8143.58,169657.88,174.5003,-0.03,-244.31,-0.531,Medium,Bull,0.01,0.0,0.01,0.01,-0.03,-0.030001,5,4,5,stop_loss
KEY,Bullish,1,2023-07-26,2023-07-28,2023-08-01,2023-08-01,2023-08-01,12.46,12.0862,5584.72,169657.7,448.2121,-0.03,-167.57,-0.5193,Low,Bull,0.03,0.0,0.03,0.02,-0.03,-0.030005,4,4,4,stop_loss
NEM,Bullish,1,2023-07-26,2023-07-28,2023-08-02,2023-08-01,2023-08-02,42.51,41.2347,20358.94,169657.87,478.9213,-0.03,-610.94,0.5228,Medium,Bull,0.17,0.0,0.17,0.17,-0.03,-0.030008,5,4,5,stop_loss
CL,Bullish,1,2023-07-26,2023-08-01,2023-08-10,2023-08-01,2023-08-10,76.12,76.28,20599.18,171659.79,270.6145,0.002102,43.15,-0.5039,High,Bull,0.15,0.0,0.15,0.15,0.002102,0.002095,9,0,9,expiry
