ticker,signal,direction,signal_date,entry_date,exit_date,planned_exit_date,actual_exit_date,entry_price,exit_price,position_size,entry_book_equity,shares,return,pnl,adjusted_score,confidence,regime,entry_cost,exit_cost,total_cost,impact_entry_cost,gross_return,net_return,holding_days,planned_holding_days,actual_holding_days,exit_reason
CMG,Bullish,1,2018-01-23,2018-01-25,2018-01-30,2018-01-29,2018-01-30,6.6068,6.4086,10199.93,103251.31,1543.8528,-0.03,-306.06,0.5556,Medium,Bull,0.06,0.0,0.06,0.06,-0.03,-0.030006,5,4,5,stop_loss
KDP,Bullish,1,2018-01-23,2018-01-25,2018-02-05,2018-01-29,2018-02-05,96.09,118.45,2583.5,103251.45,26.8863,0.232699,601.15,-0.5641,High,Bull,0.03,0.0,0.03,0.03,0.232699,0.232687,11,4,11,expiry
PPL,Bullish,1,2018-01-23,2018-01-25,2018-02-02,2018-01-29,2018-02-02,32.09,31.1273,4613.27,103251.24,143.7603,-0.03,-138.43,-0.5498,High,Bull,0.04,0.0,0.04,0.04,-0.03,-0.030008,8,4,8,stop_loss
HBAN,Bullish,1,2018-01-23,2018-01-29,2018-02-05,2018-01-29,2018-02-05,16.22,15.91,966.06,103956.07,59.5597,-0.019112,-18.47,0.5245,High,Bull,0.0,0.0,0.0,0.0,-0.019112,-0.019117,7,0,7,crisis_transition_loser
FCX,Bullish,1,2018-01-23,2018-01-30,2018-02-02,2018-01-29,2018-02-02,19.47,18.8859,2322.99,105952.18,119.3112,-0.03,-69.7,0.5225,Medium,Bull,0.01,0.0,0.01,0.01,-0.03,-0.030004,3,-1,3,stop_loss
ORCL,Bullish,1,2018-01-30,2018-01-31,2018-02-05,2018-02-05,2018-02-05,50.86,50.04,2221.92,105685.13,43.6871,-0.016123,-35.83,-0.5784,High,Bull,0.01,0.0,0.01,0.01,-0.016123,-0.016126,5,5,5,crisis_transition_loser
SW,Bullish,1,2018-01-30,2018-01-31,2018-02-05,2018-02-05,2018-02-05,35.19,35.18,4238.16,105695.85,120.4365,-0.000284,-4.75,0.7667,Low,Bull,3.55,0.0,3.55,3.55,-0.000284,-0.001121,5,5,5,crisis_transition_loser
NFLX,Bullish,1,2018-01-30,2018-01-31,2018-02-01,2018-02-05,2018-02-01,28.194,27.3482,4056.15,105695.9,143.8658,-0.03,-121.69,0.8342,Low,Bull,0.01,0.0,0.01,0.01,-0.03,-0.030001,1,5,1,stop_loss
BKR,Bullish,1,2018-01-30,2018-01-31,2018-02-02,2018-02-05,2018-02-02,31.87,30.9139,4248.08,105695.89,133.2941,-0.03,-127.47,0.8109,Low,Bull,0.03,0.0,0.03,0.03,-0.03,-0.030007,2,5,2,stop_loss
DELL,Bullish,1,2018-01-30,2018-01-31,2018-02-02,2018-02-05,2018-02-02,19.8892,19.2925,2044.62,105695.91,102.8004,-0.03,-61.35,1.0844,Low,Bull,0.01,0.0,0.01,0.01,-0.03,-0.030004,2,5,2,stop_loss
WBD,Bullish,1,2018-01-30,2018-01-31,2018-02-02,2018-02-05,2018-02-02,25.12,24.3664,6736.58,105685.24,268.1758,-0.03,-202.16,0.7138,Low,Bull,0.06,0.0,0.06,0.06,-0.03,-0.030009,2,5,2,stop_loss
CMG,Bullish,1,2018-05-03,2018-05-04,2018-05-11,2018-05-09,2018-05-11,8.378,8.498,1980.75,105289.33,236.4225,0.014323,28.36,1.1118,Low,Bull,0.01,0.0,0.01,0.01,0.014323,0.01432,7,5,7,expiry
MO,Bullish,1,2018-05-10,2018-05-11,2018-05-15,2018-05-16,2018-05-15,55.87,54.1939,7871.99,105331.14,140.8983,-0.03,-236.19,0.7844,Medium,Bull,0.03,0.0,0.03,0.03,-0.03,-0.030004,4,5,4,stop_loss
SMCI,Bullish,1,2018-05-10,2018-05-11,2018-05-18,2018-05-16,2018-05-18,2.375,2.365,2561.18,105331.1,1078.3931,-0.004211,-10.83,0.7291,Low,Bull,0.05,0.0,0.05,0.05,-0.004211,-0.00423,7,5,7,expiry
VZ,Bullish,1,2018-05-10,2018-05-11,2018-05-18,2018-05-16,2018-05-18,48.07,47.74,7244.5,105331.03,150.7074,-0.006865,-49.76,0.7285,Medium,Bull,0.03,0.0,0.03,0.03,-0.006865,-0.006869,7,5,7,expiry
ORLY,Bullish,1,2018-05-10,2018-05-11,2018-05-18,2018-05-16,2018-05-18,17.664,18.1393,3344.86,105330.99,189.3603,0.02691,89.99,0.6629,Low,Bull,0.01,0.0,0.01,0.01,0.02691,0.026905,7,5,7,expiry
MO,Bullish,1,2018-05-17,2018-05-18,2018-05-25,2018-05-23,2018-05-25,55.34,55.63,8805.98,105146.19,159.125,0.00524,46.11,0.6417,High,Bull,0.04,0.0,0.04,0.04,0.00524,0.005236,7,5,7,expiry
PCG,Bullish,1,2018-05-17,2018-05-18,2018-05-25,2018-05-23,2018-05-25,42.49,44.66,10933.21,105146.28,257.3126,0.051071,558.28,0.6491,Medium,Bull,0.09,0.0,0.09,0.09,0.051071,0.051062,7,5,7,expiry
TTD,Bullish,1,2018-05-17,2018-05-18,2018-05-25,2018-05-23,2018-05-25,8.065,8.256,2916.41,105146.39,361.6129,0.023683,69.05,0.7568,Low,Bull,0.01,0.0,0.01,0.01,0.023683,0.023678,7,5,7,expiry
FCX,Bullish,1,2018-05-17,2018-05-18,2018-05-25,2018-05-23,2018-05-25,16.7,17.08,3302.87,105146.41,197.7765,0.022754,75.14,0.7801,Low,Bull,0.01,0.0,0.01,0.01,0.022754,0.022751,7,5,7,expiry
PSKY,Bullish,1,2018-05-17,2018-05-18,2018-05-25,2018-05-23,2018-05-25,51.62,50.97,6665.56,105146.44,129.1275,-0.012592,-83.97,0.8534,Low,Bull,0.04,0.0,0.04,0.04,-0.012592,-0.012598,7,5,7,expiry
DVN,Bullish,1,2018-05-17,2018-05-18,2018-05-24,2018-05-23,2018-05-24,42.17,40.9049,5006.37,105146.15,118.7187,-0.03,-150.21,0.6218,Medium,Bull,0.02,0.0,0.02,0.02,-0.03,-0.030004,6,5,6,stop_loss
CPB,Bullish,1,2018-05-17,2018-05-18,2018-05-21,2018-05-23,2018-05-21,34.93,33.8821,11249.67,105146.38,322.0634,-0.03,-337.59,0.6543,Medium,Bull,0.1,0.0,0.1,0.1,-0.03,-0.030009,3,5,3,stop_loss
CMG,Bullish,1,2018-05-17,2018-05-18,2018-05-25,2018-05-23,2018-05-25,8.7654,8.5792,4843.44,105146.46,552.564,-0.021243,-102.9,0.9115,Low,Bull,0.01,0.0,0.01,0.01,-0.021243,-0.021246,7,5,7,expiry
HPE,Bullish,1,2018-05-24,2018-05-25,2018-05-29,2018-05-31,2018-05-29,15.75,15.2775,8969.47,105230.42,569.4903,-0.03,-269.14,1.1468,Low,Bull,0.06,0.0,0.06,0.06,-0.03,-0.030007,4,6,4,stop_loss
APA,Bullish,1,2018-05-24,2018-05-25,2018-05-29,2018-05-31,2018-05-29,40.3,39.091,12627.64,105230.37,313.341,-0.03,-378.95,1.0417,Medium,Bull,0.12,0.0,0.12,0.12,-0.03,-0.03001,4,6,4,stop_loss
FITB,Bullish,1,2018-05-24,2018-05-25,2018-05-29,2018-05-31,2018-05-29,31.63,30.6811,9088.37,105230.24,287.3338,-0.03,-272.71,1.0113,Medium,Bull,0.06,0.0,0.06,0.06,-0.03,-0.030006,4,6,4,stop_loss
CPB,Bullish,1,2018-05-24,2018-05-25,2018-05-31,2018-05-31,2018-05-31,34.4,33.368,12509.65,105230.11,363.6525,-0.03,-375.39,0.686,Low,Bull,0.1,0.0,0.1,0.1,-0.03,-0.030008,6,6,6,stop_loss
CPRT,Bullish,1,2018-05-24,2018-05-25,2018-06-04,2018-05-31,2018-06-04,13.25,14.0275,8118.71,105230.19,612.7331,0.058679,476.32,0.9717,Medium,Bull,0.08,0.0,0.08,0.08,0.058679,0.058669,10,6,10,expiry
VZ,Bullish,1,2018-05-24,2018-05-25,2018-06-04,2018-05-31,2018-06-04,48.59,47.82,12098.48,105230.0,248.9911,-0.015847,-191.78,0.6111,Medium,Bull,0.05,0.0,0.05,0.05,-0.015847,-0.015851,10,6,10,expiry
MRK,Bullish,1,2018-06-01,2018-06-04,2018-06-11,2018-06-07,2018-06-11,58.7309,59.4752,11334.13,104230.02,192.9841,0.012673,143.58,0.6713,High,Bull,0.05,0.0,0.05,0.05,0.012673,0.012668,7,3,7,expiry
SMCI,Bullish,1,2018-06-01,2018-06-04,2018-06-11,2018-06-07,2018-06-11,2.455,2.655,5434.68,104230.14,2213.7176,0.081466,442.62,0.7438,Low,Bull,0.12,0.0,0.12,0.12,0.081466,0.081444,7,3,7,expiry
CPB,Bullish,1,2018-06-01,2018-06-04,2018-06-11,2018-06-07,2018-06-11,33.32,34.83,12507.6,104229.97,375.378,0.045318,566.72,0.6103,Low,Bull,0.1,0.0,0.1,0.1,0.045318,0.04531,7,3,7,expiry
APA,Bullish,1,2018-06-01,2018-06-04,2018-06-11,2018-06-07,2018-06-11,39.4,44.6,11058.08,104230.29,280.6618,0.13198,1459.34,1.1521,Medium,Bull,0.1,0.0,0.1,0.1,0.13198,0.13197,7,3,7,expiry
TTD,Bullish,1,2018-06-01,2018-06-04,2018-06-11,2018-06-07,2018-06-11,8.5,8.882,5895.89,104230.18,693.6335,0.044941,264.94,0.9417,Low,Bull,0.03,0.0,0.03,0.03,0.044941,0.044936,7,3,7,expiry
AMD,Bullish,1,2018-06-01,2018-06-04,2018-06-08,2018-06-07,2018-06-08,14.76,14.3172,5139.51,104230.19,348.2052,-0.03,-154.2,0.9672,Medium,Bull,0.01,0.0,0.01,0.01,-0.03,-0.030003,4,3,4,stop_loss
AMD,Bullish,1,2018-06-08,2018-06-11,2018-06-18,2018-06-14,2018-06-18,15.21,17.11,3061.52,106953.29,201.2831,0.124918,382.43,0.9656,Medium,Bull,0.01,0.0,0.01,0.01,0.124918,0.124916,7,3,7,expiry
CMG,Bullish,1,2018-06-08,2018-06-11,2018-06-18,2018-06-14,2018-06-18,9.0564,9.3692,3962.53,106953.28,437.5397,0.034539,136.85,0.7557,Medium,Bull,0.01,0.0,0.01,0.01,0.034539,0.034535,7,3,7,expiry
GEN,Bullish,1,2018-06-08,2018-06-11,2018-06-18,2018-06-14,2018-06-18,21.27,21.16,8898.58,106953.27,418.3629,-0.005172,-46.07,0.6634,Low,Bull,0.05,0.0,0.05,0.05,-0.005172,-0.005178,7,3,7,expiry
SMCI,Bullish,1,2018-06-15,2018-06-18,2018-06-21,2018-06-21,2018-06-21,2.56,2.4832,4602.85,107426.36,1797.9887,-0.03,-138.19,0.5563,Medium,Bull,0.1,0.0,0.1,0.1,-0.03,-0.030022,3,3,3,stop_loss
EQT,Bullish,1,2018-06-15,2018-06-18,2018-06-22,2018-06-21,2018-06-22,30.0871,29.1845,4766.12,107426.39,158.4106,-0.03,-143.01,0.8074,Medium,Bull,0.03,0.0,0.03,0.03,-0.03,-0.030006,4,3,4,stop_loss
APA,Bullish,1,2018-06-15,2018-06-18,2018-06-25,2018-06-21,2018-06-25,41.61,43.14,8722.28,107426.5,209.6199,0.03677,320.66,0.9282,Low,Bull,0.06,0.0,0.06,0.06,0.03677,0.036763,7,3,7,expiry
BKR,Bullish,1,2018-06-15,2018-06-18,2018-06-25,2018-06-21,2018-06-25,32.54,32.44,6510.34,107426.44,200.0718,-0.003073,-20.05,0.8651,Medium,Bull,0.04,0.0,0.05,0.04,-0.003073,-0.00308,7,3,7,expiry
COP,Bullish,1,2018-06-22,2018-06-25,2018-07-02,2018-06-28,2018-07-02,67.79,68.59,6916.5,107445.64,102.0283,0.011801,81.6,0.771,Medium,Bull,0.03,0.0,0.03,0.03,0.011801,0.011797,7,3,7,expiry
CPB,Bullish,1,2018-06-22,2018-06-25,2018-07-02,2018-06-28,2018-07-02,40.56,40.29,12893.46,107445.48,317.886,-0.006657,-85.92,-0.5992,Medium,Bull,0.09,0.0,0.09,0.08,-0.006657,-0.006664,7,3,7,expiry
T,Bullish,1,2018-06-22,2018-06-25,2018-07-02,2018-06-28,2018-07-02,23.9048,24.3278,12893.47,107445.61,539.3668,0.017693,228.09,0.7619,Medium,Bull,0.04,0.0,0.04,0.03,0.017693,0.017691,7,3,7,expiry
PSKY,Bullish,1,2018-06-22,2018-06-25,2018-07-02,2018-06-28,2018-07-02,56.63,55.98,9701.1,107445.83,171.3067,-0.011478,-111.42,0.8374,Medium,Bull,0.07,0.0,0.07,0.07,-0.011478,-0.011485,7,3,7,expiry
WBD,Bullish,1,2018-06-22,2018-06-25,2018-07-02,2018-06-28,2018-07-02,27.98,27.42,12034.42,107445.76,430.1079,-0.020014,-240.96,0.8072,Medium,Bull,0.1,0.0,0.1,0.1,-0.020014,-0.020022,7,3,7,expiry
HAL,Bullish,1,2018-06-22,2018-06-25,2018-06-26,2018-06-28,2018-06-26,45.89,44.5133,8945.38,107445.4,194.931,-0.03,-268.4,0.5939,Medium,Bull,0.04,0.0,0.04,0.04,-0.03,-0.030005,1,3,1,stop_loss
SMCI,Bullish,1,2018-06-22,2018-06-25,2018-06-26,2018-06-28,2018-06-26,2.48,2.4056,4358.69,107445.58,1757.538,-0.03,-130.86,0.6954,Medium,Bull,0.09,0.0,0.09,0.09,-0.03,-0.030022,1,3,1,stop_loss
CMCSA,Bullish,1,2018-06-22,2018-06-25,2018-06-26,2018-06-28,2018-06-26,31.6776,30.7273,8555.88,107445.66,270.0925,-0.03,-256.7,0.7929,Medium,Bull,0.02,0.0,0.02,0.02,-0.03,-0.030003,1,3,1,stop_loss
AMD,Bullish,1,2018-06-22,2018-06-25,2018-06-26,2018-06-28,2018-06-26,15.64,15.1708,3198.34,107445.83,204.4975,-0.03,-95.96,0.9547,Low,Bull,0.01,0.0,0.01,0.01,-0.03,-0.030002,1,3,1,stop_loss
KR,Bullish,1,2018-06-22,2018-06-25,2018-07-02,2018-06-28,2018-07-02,28.98,28.22,12893.51,107445.9,444.9106,-0.026225,-338.2,0.965,Medium,Bull,0.07,0.0,0.07,0.07,-0.026225,-0.026231,7,3,7,expiry
INVH,Bullish,1,2018-06-22,2018-06-26,2018-07-10,2018-06-28,2018-07-10,22.84,23.14,11102.63,107221.09,486.1048,0.013135,145.67,-0.5905,High,Bull,0.16,0.0,0.16,0.15,0.013135,0.013121,14,2,14,expiry
VZ,Bullish,1,2018-06-22,2018-06-26,2018-07-10,2018-06-28,2018-07-10,49.62,51.34,7746.74,107220.93,156.1214,0.034663,268.5,0.465,Medium,Bull,0.02,0.0,0.02,0.02,0.034663,0.03466,14,2,14,expiry
F,Bullish,1,2018-06-29,2018-07-02,2018-07-10,2018-07-06,2018-07-10,11.02,11.25,6519.67,106441.5,591.6218,0.020871,136.05,-0.5739,High,Bull,0.03,0.0,0.03,0.03,0.020871,0.020867,8,4,8,expiry
CNC,Bullish,1,2018-06-29,2018-07-02,2018-07-10,2018-07-06,2018-07-10,61.405,65.305,6291.86,106441.54,102.4649,0.063513,399.58,-0.5818,High,Bull,0.04,0.0,0.04,0.04,0.063513,0.063507,8,4,8,expiry
MRK,Bullish,1,2018-06-29,2018-07-02,2018-07-10,2018-07-06,2018-07-10,57.7767,59.4466,5892.66,106441.55,101.9902,0.028902,170.29,0.6283,High,Bull,0.02,0.0,0.02,0.02,0.028902,0.028898,8,4,8,expiry
BSX,Bullish,1,2018-06-29,2018-07-02,2018-07-10,2018-07-06,2018-07-10,32.51,33.56,5306.57,106441.58,163.2288,0.032298,171.37,0.6362,Low,Bull,0.02,0.0,0.02,0.02,0.032298,0.032294,8,4,8,expiry
AMD,Bullish,1,2018-06-29,2018-07-02,2018-07-10,2018-07-06,2018-07-10,14.8,16.55,2128.83,106441.61,143.84,0.118243,251.72,0.8152,Low,Bull,0.0,0.0,0.0,0.0,0.118243,0.118242,8,4,8,expiry
CCL,Bullish,1,2018-06-29,2018-07-02,2018-07-10,2018-07-06,2018-07-10,56.83,58.82,6933.05,106441.64,121.9963,0.035017,242.74,0.933,Medium,Bull,0.03,0.0,0.03,0.03,0.035017,0.035012,8,4,8,expiry
CPRT,Bullish,1,2018-06-29,2018-07-02,2018-07-10,2018-07-06,2018-07-10,14.1425,14.6775,5936.89,106441.67,419.7909,0.037829,224.56,1.221,Medium,Bull,0.03,0.0,0.03,0.03,0.037829,0.037824,8,4,8,expiry
APA,Bullish,1,2018-06-29,2018-07-02,2018-07-10,2018-07-06,2018-07-10,46.12,48.61,5468.15,106441.6,118.5636,0.05399,295.2,0.6414,Low,Bull,0.03,0.0,0.03,0.03,0.05399,0.053985,8,4,8,expiry
DOC,Bullish,1,2018-07-09,2018-07-10,2018-07-17,2018-07-13,2018-07-17,25.89,25.57,13023.88,108532.36,503.0468,-0.01236,-161.13,0.6131,High,Bull,0.16,0.0,0.16,0.16,-0.01236,-0.012372,7,3,7,expiry
V,Bullish,1,2018-07-09,2018-07-10,2018-07-17,2018-07-13,2018-07-17,135.57,139.64,10872.82,108532.02,80.2008,0.030021,326.38,0.5898,High,Bull,0.04,0.0,0.04,0.04,0.030021,0.030018,7,3,7,expiry
GM,Bullish,1,2018-07-09,2018-07-10,2018-07-17,2018-07-13,2018-07-17,39.84,40.03,13023.86,108532.2,326.9042,0.004769,62.04,0.6009,Medium,Bull,0.07,0.0,0.07,0.07,0.004769,0.004763,7,3,7,expiry
CAG,Bullish,1,2018-07-09,2018-07-10,2018-07-17,2018-07-13,2018-07-17,36.51,36.11,13023.84,108531.98,356.7198,-0.010956,-142.78,0.5787,Medium,Bull,0.1,0.0,0.1,0.09,-0.010956,-0.010963,7,3,7,expiry
FITB,Bullish,1,2018-07-09,2018-07-10,2018-07-13,2018-07-13,2018-07-13,30.02,29.1194,12983.78,108531.89,432.5042,-0.03,-389.62,-0.5741,High,Bull,0.11,0.0,0.11,0.11,-0.03,-0.030008,3,3,3,stop_loss
KEY,Bullish,1,2018-07-09,2018-07-10,2018-07-12,2018-07-13,2018-07-12,20.35,19.7395,13023.86,108532.13,639.9929,-0.03,-390.82,-0.5995,High,Bull,0.11,0.0,0.11,0.11,-0.03,-0.030008,2,3,2,stop_loss
KKR,Bullish,1,2018-07-09,2018-07-10,2018-07-11,2018-07-13,2018-07-11,27.17,26.3549,13023.89,108532.45,479.3483,-0.03,-390.82,0.6282,Medium,Bull,0.1,0.0,0.1,0.1,-0.03,-0.030008,1,3,1,stop_loss
KR,Bullish,1,2018-07-09,2018-07-10,2018-07-11,2018-07-13,2018-07-11,28.9,28.033,13023.9,108532.53,450.6541,-0.03,-390.8,0.7895,Medium,Bull,0.08,0.0,0.08,0.08,-0.03,-0.030006,1,3,1,stop_loss
CRH,Bullish,1,2018-07-09,2018-07-10,2018-07-17,2018-07-13,2018-07-17,35.84,35.38,13023.94,108532.85,363.3912,-0.012835,-167.48,0.8449,High,Bull,0.32,0.0,0.32,0.32,-0.012835,-0.012859,7,3,7,expiry
HPQ,Bullish,1,2018-07-09,2018-07-11,2018-07-20,2018-07-13,2018-07-20,23.65,22.9405,8751.7,107772.24,370.0508,-0.03,-262.61,-0.5597,High,Bull,0.06,0.0,0.06,0.06,-0.03,-0.030007,9,2,9,stop_loss
KMI,Bullish,1,2018-07-09,2018-07-11,2018-07-24,2018-07-13,2018-07-24,18.05,17.65,12932.66,107772.18,716.491,-0.022161,-286.7,0.5573,Medium,Bull,0.1,0.0,0.11,0.1,-0.022161,-0.022169,13,2,13,expiry
T,Bullish,1,2018-07-09,2018-07-12,2018-07-20,2018-07-13,2018-07-20,24.2145,23.4881,12801.04,106675.36,528.6519,-0.03,-384.07,0.5484,Medium,Bull,0.04,0.0,0.04,0.03,-0.03,-0.030003,8,1,8,stop_loss
CVS,Bullish,1,2018-07-09,2018-07-13,2018-07-19,2018-07-13,2018-07-19,67.99,65.9503,8609.45,106912.66,126.6282,-0.03,-258.32,0.4976,Medium,Bull,0.03,0.0,0.03,0.03,-0.03,-0.030004,6,0,6,stop_loss
PCG,Bullish,1,2018-07-09,2018-07-13,2018-07-18,2018-07-13,2018-07-18,43.74,42.4278,1450.76,106912.63,33.1678,-0.03,-43.53,0.4881,Medium,Bull,0.0,0.0,0.0,0.0,-0.03,-0.030002,5,0,5,stop_loss
AMD,Bullish,1,2018-07-16,2018-07-17,2018-07-23,2018-07-20,2018-07-23,16.5,16.005,5117.92,106623.36,310.1771,-0.03,-153.55,1.0244,Low,Bull,0.01,0.0,0.01,0.01,-0.03,-0.030003,6,3,6,stop_loss
AVGO,Bullish,1,2018-07-16,2018-07-17,2018-07-24,2018-07-20,2018-07-24,20.221,21.734,12794.81,106623.41,632.7485,0.074823,957.3,1.0399,Low,Bull,0.04,0.0,0.04,0.04,0.074823,0.07482,7,3,7,expiry
KDP,Bullish,1,2018-07-16,2018-07-17,2018-07-24,2018-07-20,2018-07-24,24.9,24.31,12794.8,106623.35,513.8475,-0.023695,-303.26,1.0204,Low,Bull,0.09,0.0,0.09,0.09,-0.023695,-0.023702,7,3,7,expiry
NFLX,Bullish,1,2018-07-16,2018-07-17,2018-07-24,2018-07-20,2018-07-24,34.695,35.732,8099.95,106623.26,233.4615,0.029889,242.09,1.003,Low,Bull,0.01,0.0,0.01,0.01,0.029889,0.029888,7,3,7,expiry
APA,Bullish,1,2018-07-16,2018-07-17,2018-07-18,2018-07-20,2018-07-18,45.51,44.1447,11265.46,106623.25,247.5382,-0.03,-338.06,0.6945,Low,Bull,0.09,0.0,0.09,0.09,-0.03,-0.030008,1,3,1,stop_loss
EQT,Bullish,1,2018-07-16,2018-07-18,2018-07-27,2018-07-20,2018-07-27,29.8367,28.9416,6537.64,107390.61,219.1141,-0.03,-196.18,0.6051,Medium,Bull,0.05,0.0,0.05,0.05,-0.03,-0.030007,9,2,9,stop_loss
MSFT,Bullish,1,2018-07-16,2018-07-18,2018-07-31,2018-07-20,2018-07-31,105.94,106.08,7637.44,107390.56,72.0921,0.001321,10.08,-0.5987,High,Bull,0.01,0.0,0.01,0.01,0.001321,0.00132,13,2,13,expiry
HST,Bullish,1,2018-07-16,2018-07-19,2018-07-31,2018-07-20,2018-07-31,21.06,20.94,10246.35,106943.58,486.5315,-0.005698,-58.48,-0.5133,High,Bull,0.09,0.0,0.09,0.09,-0.005698,-0.005707,12,1,12,expiry
VZ,Bullish,1,2018-07-16,2018-07-20,2018-07-31,2018-07-20,2018-07-31,50.53,51.64,12779.34,106494.53,252.9061,0.021967,280.67,-0.503,High,Bull,0.06,0.0,0.06,0.06,0.021967,0.021963,11,0,11,expiry
KKR,Bullish,1,2018-07-16,2018-07-20,2018-07-31,2018-07-20,2018-07-31,27.0,27.38,12779.35,106494.62,473.3095,0.014074,179.77,0.5107,Medium,Bull,0.09,0.0,0.09,0.09,0.014074,0.014067,11,0,11,expiry
PSKY,Bullish,1,2018-07-16,2018-07-23,2018-07-27,2018-07-20,2018-07-27,57.25,55.5325,7840.54,106247.76,136.9527,-0.03,-235.28,0.4914,Medium,Bull,0.06,0.0,0.06,0.06,-0.03,-0.030008,4,-3,4,stop_loss
CTSH,Bullish,1,2018-07-23,2018-07-24,2018-07-31,2018-07-27,2018-07-31,82.53,81.5,10259.57,106632.54,124.3133,-0.01248,-128.11,-0.589,High,Bull,0.07,0.0,0.07,0.07,-0.01248,-0.012487,7,3,7,expiry
CVS,Bullish,1,2018-07-23,2018-07-24,2018-07-31,2018-07-27,2018-07-31,65.81,64.86,7069.6,106632.47,107.4244,-0.014435,-102.08,0.5859,Medium,Bull,0.03,0.0,0.03,0.03,-0.014435,-0.014439,7,3,7,expiry
XYZ,Bullish,1,2018-07-23,2018-07-24,2018-07-25,2018-07-27,2018-07-25,72.57,70.3929,5592.4,106632.44,77.0621,-0.03,-167.79,0.5801,Low,Bull,0.02,0.0,0.02,0.02,-0.03,-0.030003,1,3,1,stop_loss
AMD,Bullish,1,2018-07-23,2018-07-24,2018-07-25,2018-07-27,2018-07-25,16.75,16.2475,3509.29,106632.45,209.51,-0.03,-105.29,0.5826,Medium,Bull,0.01,0.0,0.01,0.01,-0.03,-0.030002,1,3,1,stop_loss
APH,Bullish,1,2018-07-23,2018-07-25,2018-08-07,2018-07-27,2018-08-07,22.5,23.645,5158.0,106309.69,229.2444,0.050889,262.45,-0.5313,High,Bull,0.04,0.0,0.04,0.04,0.050889,0.050881,13,2,13,expiry
BAX,Bullish,1,2018-07-23,2018-07-25,2018-07-26,2018-07-27,2018-07-26,75.35,73.0895,5253.35,106309.72,69.7194,-0.03,-157.63,-0.5697,High,Bull,0.03,0.0,0.03,0.03,-0.03,-0.030006,1,2,1,stop_loss
LYB,Bullish,1,2018-07-23,2018-07-26,2018-08-07,2018-07-27,2018-08-07,109.38,113.4,3295.29,106734.2,30.127,0.036753,121.1,-0.5245,Medium,Bull,0.01,0.0,0.01,0.01,0.036753,0.036748,12,1,12,expiry
SLB,Bullish,1,2018-07-23,2018-07-27,2018-08-07,2018-07-27,2018-08-07,66.33,66.68,4741.13,106476.2,71.4779,0.005277,25.0,0.5039,Medium,Bull,0.02,0.0,0.02,0.02,0.005277,0.005273,11,0,11,expiry
IP,Bullish,1,2018-07-23,2018-07-27,2018-08-07,2018-07-27,2018-08-07,49.6875,50.7576,3485.85,106476.18,70.1555,0.021536,75.05,-0.4878,High,Bull,0.02,0.0,0.02,0.02,0.021536,0.02153,11,0,11,expiry
PANW,Bullish,1,2018-07-30,2018-07-31,2018-08-07,2018-08-03,2018-08-07,32.8183,35.4,4634.65,105605.33,141.2215,0.078665,364.57,0.7435,Medium,Bull,0.02,0.0,0.02,0.02,0.078665,0.078661,7,3,7,expiry
META,Bullish,1,2018-07-30,2018-07-31,2018-08-07,2018-08-03,2018-08-07,170.67,183.81,3312.41,105605.31,19.4083,0.076991,255.02,0.7348,Low,Bull,0.0,0.0,0.0,0.0,0.076991,0.07699,7,3,7,expiry
EQT,Bullish,1,2018-07-30,2018-07-31,2018-08-07,2018-08-03,2018-08-07,27.0495,27.7899,3928.19,105605.35,145.2222,0.02737,107.49,0.9201,Medium,Bull,0.02,0.0,0.02,0.02,0.02737,0.027364,7,3,7,expiry
AMD,Bullish,1,2018-07-30,2018-07-31,2018-08-01,2018-08-03,2018-08-01,19.35,18.7695,2899.36,105605.47,149.8379,-0.03,-86.99,1.2382,Low,Bull,0.0,0.0,0.0,0.0,-0.03,-0.030002,1,3,1,stop_loss
KDP,Bullish,1,2018-07-30,2018-07-31,2018-08-07,2018-08-03,2018-08-07,23.96,23.86,10560.55,105605.46,440.7574,-0.004174,-44.16,1.1202,Low,Bull,0.08,0.0,0.08,0.08,-0.004174,-0.004181,7,3,7,expiry
TTD,Bullish,1,2018-07-30,2018-07-31,2018-08-07,2018-08-03,2018-08-07,8.6,9.013,3899.94,105605.39,453.4815,0.048023,187.25,1.0536,Medium,Bull,0.03,0.0,0.03,0.03,0.048023,0.048015,7,3,7,expiry
PSKY,Bullish,1,2018-07-30,2018-08-01,2018-08-14,2018-08-03,2018-08-14,52.68,52.57,3532.45,105715.87,67.0548,-0.002088,-7.39,0.73,Medium,Bull,0.01,0.0,0.01,0.01,-0.002088,-0.002092,13,2,13,expiry
MOS,Bullish,1,2018-08-06,2018-08-07,2018-08-14,2018-08-10,2018-08-14,30.75,30.64,7891.03,106654.44,256.6187,-0.003577,-28.29,0.5998,Medium,Bull,0.06,0.0,0.06,0.06,-0.003577,-0.003585,7,3,7,expiry
FTNT,Bullish,1,2018-08-06,2018-08-07,2018-08-14,2018-08-10,2018-08-14,14.72,15.27,5723.27,106654.57,388.8089,0.037364,213.8,0.6442,Low,Bull,0.04,0.0,0.04,0.04,0.037364,0.037357,7,3,7,expiry
MU,Bullish,1,2018-08-06,2018-08-07,2018-08-10,2018-08-10,2018-08-10,52.94,51.3518,5060.85,106654.38,95.5959,-0.03,-151.84,-0.5966,Medium,Bull,0.01,0.0,0.01,0.01,-0.03,-0.030002,3,3,3,stop_loss
